No,HOME_PORT,MONTH,YEAR,SST,FISHING_SCHEDULE,DATA_SOURCE,MACROZONE,ILAND,REGION,DISTANCE,LAT,LON,DIVERS,DIVING HOURS,CPUE
69,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,9.18,-1.02,-91.1,1,3.5,0.322857143
70,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,9.18,-1.02,-91.1,1,4,1.5875
71,Villamil,Sep,2002,21.2,Day,Observer,Isabela Sur,Isabela,West,9.18,-0.95802,-90.963723,1,6.5,0.349230769
72,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,9.18,-1.02,-91.1,1,5,0.72
73,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,1.21,-0.978203,-90.95763,1,3,1.433333333
74,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,1.21,-0.978203,-90.95763,1,4,0.45
75,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,1.21,-0.978203,-90.95763,1,4,0.1125
76,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,2.1,-0.9711,-90.9343,2,3,0.033333333
77,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,2.1,-0.9711,-90.9343,1,3,1.2
78,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,14.3,-0.85295,-90.78476,1,4,0.6225
79,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,14.9,-1.04912,-91.18457,1,12,0.6425
80,Villamil,Sep,2002,21.2,Day,Observer,Isabela Sur,Isabela,West,14.9,-1.04711,-91.16806,2,4,0.17
81,Villamil,Sep,2002,21.2,Day,Observer,Isabela Sur,Isabela,West,14.9,-1.04716,-91.16088,1,4,1.36
82,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,14.9,-1.04912,-91.18457,1,8,0.68
83,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,14.9,-1.04912,-91.18457,2,15,0.332666667
84,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,14.9,-1.04912,-91.18457,2,15,0.226666667
85,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,6.56,-1.01864,-91.05577,1,3,0.666666667
86,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,6.56,-1.01864,-91.05577,1,5,0.6
87,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,6.56,-1.01864,-91.05577,1,3,0.533333333
88,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,6.56,-1.01864,-91.05577,2,3,1.933333333
89,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,6.56,-1.01864,-91.05577,1,4,0.675
90,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,6.56,-1.01864,-91.05577,1,5,0.176
91,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,9.22,-1.03944,-91.0943,1,3,1.6
92,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,9.22,-1.03944,-91.0943,1,3,0.766666667
93,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,18,-1.0358,-91.2282,1,4,0.5
94,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,18,-1.0358,-91.2282,1,5,0.14
95,Villamil,Sep,2002,21.2,Day,Observer,Isabela Sur,Isabela,West,18,-1.03199,-91.22862,2,3,0.831666667
96,Villamil,Sep,2002,21.2,Day,Observer,Isabela Sur,Isabela,West,18,-1.0477,-91.20423,2,3,1.813333333
97,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,18,-1.0358,-91.2282,1,5,1.1
98,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,18,-1.0358,-91.2282,2,20,0.635
99,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,18,-1.0358,-91.2282,1,20,2.23
100,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,18,-1.0358,-91.2282,1,12,0.415833333
101,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,18,-1.0358,-91.2282,1,12,3.283333333
102,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,18,-1.0358,-91.2282,1,20,2.04
103,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,18,-1.0358,-91.2282,1,12,2.308333333
104,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,18,-1.0358,-91.2282,1,20,2.22
105,Villamil,Sep,2002,21.2,Day,Landing,Isabela Sur,Isabela,West,18,-1.0358,-91.2282,1,12,1.171666667
106,Villamil,Oct,2002,21.7,Day,Landing,Floreana,Floreana,Centre- South,33.7,-1.2301,-90.4723,2,30,0.015166667
107,Ayora,Oct,2002,22.6,Night,Observer,Isabela Norte y Este,Isabela,West,42.2,-0.58936,-90.94234,2,3,0.083333333
108,Ayora,Oct,2002,22.6,Day,Observer,Isabela Norte y Este,Isabela,West,59.9,-0.4191,-90.96048,2,5,0.05
109,Ayora,Oct,2002,22.6,Night,Landing,Isabela Norte y Este,Isabela,West,47.3,-0.4944,-90.95,1,10,0.34
110,Ayora,Oct,2002,22.6,Night,Landing,Isabela Norte y Este,Isabela,West,50.3,-0.375,-90.9555,1,10,0.38
111,Ayora,Oct,2002,22.6,Night,Observer,Isabela Norte y Este,Isabela,West,42.2,-0.58936,-90.94234,3,3,0.055555556
112,Ayora,Oct,2002,22.6,Day,Observer,Isabela Norte y Este,Isabela,West,59.9,-0.42424,-90.95111,3,5,0.033333333
113,Ayora,Oct,2002,22,Night,Observer,Isabela Oeste,Isabela,West,128,-0.26002,-91.37153,2,4,0.4375
114,Ayora,Oct,2002,22,Day,Observer,Isabela Oeste,Isabela,West,46.8,-0.5488,-90.85667,1,3,0.166666667
115,Ayora,Oct,2002,22,Night,Observer,Isabela Oeste,Isabela,West,128,-0.26409,-91.37233,3,4,0.291666667
116,Villamil,Oct,2002,22,Day,Landing,Isabela Oeste,Isabela,West,76.7,-0.43544,-91.23636,1,3,0.533333333
117,Villamil,Oct,2002,22,Day,Landing,Isabela Oeste,Isabela,West,76.7,-0.43544,-91.23636,1,3,0.983333333
118,Villamil,Oct,2002,22,Day,Landing,Isabela Oeste,Isabela,West,76.7,-0.43544,-91.23636,2,20,0.238
119,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,3.7,-0.99697,-91.01602,2,5,0.658
120,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,3.7,-0.99697,-91.01602,1,6,2.04
121,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,3.7,-0.99697,-91.01602,1,4.5,0.504444444
122,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,17,-0.79173,-90.81927,1,10,0.113
123,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,17,-0.79173,-90.81927,1,6,0.378333333
124,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,17,-0.79173,-90.81927,1,3,1.663333333
125,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,17,-0.79173,-90.81927,1,10,0.454
126,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,17,-0.79173,-90.81927,1,8,0.31125
127,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,17,-0.79173,-90.81927,1,3,0.303333333
128,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,2,5,0.68
129,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,3,0.756666667
130,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,3,0.83
131,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,2,4,0.87875
132,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,2,0.455
133,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,3.5,1.425714286
134,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,2,5,0.612
135,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,3.5,0.128571429
136,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,5,0.362
137,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,4,0.6225
138,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,3.5,0.905714286
139,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,5,0.09
140,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,4,1.53
141,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,4.5,0.755555556
142,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,5,1.18
143,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,4,1.7575
144,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,5,0.816
145,Villamil,Oct,2002,21.6,Night,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,2,5,0.726
146,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,4,0.85
147,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,5,0.622
148,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,5,0.816
149,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,5,0.634
150,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,2,5,0.454
151,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,4,0.7375
152,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,4,0.3975
153,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,4,1.305
154,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,5,2.086
155,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,3,1.283333333
156,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,3,1.283333333
157,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,3,1.89
158,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,5,0.498
159,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,4,0.6225
160,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,2,4,0.6525
161,Villamil,Oct,2002,21.6,Day,Observer,Isabela Sur,Isabela,West,4.83,-0.99787,-91.03833,1,3,1.89
162,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,5,0.544
163,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,3,0.12
164,Villamil,Oct,2002,21.6,Day,Observer,Isabela Sur,Isabela,West,4.83,-0.97961,-91.00217,1,3,2.946666667
165,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,5,0.68
166,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,2,5,0.68
167,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,4,2.6
168,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,5,1.18
169,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,5,0.862
170,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,2,5,0.952
171,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,3,0.756666667
172,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,4.83,-1.0041,-91.039,1,4,1.135
173,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,14.7,-1.05069,-91.17433,1,10,0.839
174,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,14.7,-1.05069,-91.17433,1,4,0.7925
175,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,14.7,-1.05069,-91.17433,1,12,0.869166667
176,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,14.7,-1.05069,-91.17433,1,3,0.603333333
177,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,14.7,-1.05069,-91.17433,2,5,0.454
178,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,14.7,-1.05069,-91.17433,2,13,0.505769231
179,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,14.7,-1.05069,-91.17433,1,4,0.34
180,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,0.52,-0.96708,-90.9665,1,3,0.756666667
181,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,0.52,-0.96708,-90.9665,1,4,0.5675
182,Villamil,Oct,2002,21.6,Day,Observer,Isabela Sur,Isabela,West,0.52,-0.96974,-90.96673,1,2,1.75
183,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,0.52,-0.96708,-90.9665,1,5,0.908
184,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,1.93,-0.97723,-90.98803,1,3,0.226666667
185,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,1.93,-0.97723,-90.98803,2,3,0.265
186,Villamil,Oct,2002,21.6,Night,Landing,Isabela Sur,Isabela,West,1.93,-0.97723,-90.98803,1,4,1.4175
187,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,1.93,-0.97723,-90.98803,1,4,0.85
188,Villamil,Oct,2002,21.6,Night,Landing,Isabela Sur,Isabela,West,1.93,-0.97723,-90.98803,1,3,2.12
189,Villamil,Oct,2002,21.6,Night,Landing,Isabela Sur,Isabela,West,1.93,-0.97723,-90.98803,2,3,0.188333333
190,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,1.93,-0.97723,-90.98803,1,5,0.59
191,Villamil,Oct,2002,21.6,Night,Landing,Isabela Sur,Isabela,West,1.93,-0.97723,-90.98803,1,3,0.453333333
192,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,12.2,-1.0394,-91.1467,2,12,1.171666667
193,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,12.2,-1.0394,-91.1467,1,3,0.226666667
194,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,12.2,-1.0394,-91.1467,2,3,0.216666667
195,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,12.2,-1.0394,-91.1467,1,3,0.076666667
196,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,12.2,-1.0394,-91.1467,1,8,0.085
197,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,12.2,-1.0394,-91.1467,1,8,0.255
198,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,12.2,-1.0394,-91.1467,2,12,1.256666667
199,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,12.2,-1.0394,-91.1467,1,6,0.151666667
200,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,12.2,-1.0394,-91.1467,2,15,0.521666667
201,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,12.2,-1.0394,-91.1467,2,4,0.935
202,Villamil,Oct,2002,21.6,Day,Observer,Isabela Sur,Isabela,West,12.2,-1.04117,-91.1571,1,4,0.34
203,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,12.2,-1.0394,-91.1467,2,20,0.46475
204,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,12.2,-1.0394,-91.1467,1,15,0.498666667
205,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,12.2,-1.0394,-91.1467,1,12,0.585833333
206,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,12.2,-1.0394,-91.1467,2,18,0.503888889
207,Villamil,Oct,2002,21.6,Day,Observer,Isabela Sur,Isabela,West,12.2,-1.0421,-91.15841,1,8,0.28375
208,Villamil,Oct,2002,21.6,Night,Observer,Isabela Sur,Isabela,West,12.2,-1.05308,-91.97792,1,4,0.2825
209,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,12.2,-1.0394,-91.1467,1,12,0.548333333
210,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,22.7,-0.72072,-90.80723,1,5,0.454
211,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,22.7,-0.72072,-90.80723,1,4,1.0775
212,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,3.1,-0.98601,-91.0037,1,2,0.455
213,Villamil,Oct,2002,21.6,Day,Landing,Isabela Sur,Isabela,West,34.2,-0.95519,-91.461,1,16,0.893125
